placekey,latitude,longitude,street_address,city,region,postal_code,phone_number,open_hours,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
224-222@628-qzj-nwk,39.853181,-74.98256,700 Haddonfield Berlin Rd Ste 40C,Echelon,NJ,8043,18567830380,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,41,37,"[0,2,1,1,1,4,4,2,0,1,0,1,1,3,2,4,4,0,1,1,1,0,0,0,1,0,0,2,1,1,2]",6451,10,"{""<5"":4,""5-10"":17,""11-20"":8,""21-60"":6,""61-120"":2,""121-240"":0,"">240"":4}","{""Wawa"":15,""Smoothie King"":7,""Wendy's"":7,""CVS"":7,""Walmart"":5,""Target"":5,""7-Eleven"":5,""Dollar General"":5,""Royal Farms"":5,""Chick-fil-A"":5,""Virtua"":5,""Rita's Italian Ice"":2,""Audi"":2,""Wingate by Wyndham"":2,""Planet Fitness"":2,""Porsche"":2,""Olive Garden"":2,""TD Bank"":2,""Ross Stores"":2,""Domino's Pizza"":2}","{""Wawa"":73,""McDonald's"":68,""CVS"":59,""Dunkin'"":59,""Target"":54,""Chick-fil-A"":46,""Walmart"":43,""Royal Farms"":43,""Sunoco"":35,""Starbucks"":32,""Dollar General"":30,""ShopRite"":30,""Wendy's"":27,""Walgreens"":27,""Applebee's"":24,""Dollar Tree"":24,""Hallmark Cards"":22,""Panera Bread"":22,""Burger King"":22,""Planet Fitness"":19}","[2,2,2,2,3,3,3,3,5,4,7,5,10,16,8,7,10,6,7,1,1,2,2,2]","{""Monday"":3,""Tuesday"":6,""Wednesday"":10,""Thursday"":5,""Friday"":7,""Saturday"":8,""Sunday"":2}","{""android"":11,""ios"":24}"
zzw-222@5x4-85w-xh5,47.316285,-122.313828,31827 Pacific Hwy S Ste A,Federal Way,WA,98003,12539458287,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,263,213,"[10,7,6,2,16,13,6,10,12,12,8,10,7,7,13,12,11,8,9,8,9,4,9,8,9,5,5,11,7,4,5]",6933,10,"{""<5"":9,""5-10"":142,""11-20"":30,""21-60"":59,""61-120"":11,""121-240"":3,"">240"":9}","{""McDonald's"":9,""Starbucks"":8,""Walmart"":7,""Target"":5,""Safeway"":5,""Shell Oil"":5,""Panda Express"":5,""Chick-fil-A"":4,""Dairy Queen"":4,""76"":4,""Costco"":4,""Chevron"":3,""Simon mall"":3,""ULTA Beauty"":2,""The Home Depot"":2,""7-Eleven"":2,""Subway"":2,""Petco"":2,""MOD Pizza"":2,""Jack in the Box"":2}","{""Starbucks"":58,""Walmart"":57,""McDonald's"":57,""Costco"":46,""Chevron"":45,""Shell Oil"":44,""Safeway"":41,""76"":41,""Target"":38,""Safeway Fuel Station"":34,""ARCO"":32,""Subway"":32,""7-Eleven"":31,""Chick-fil-A"":31,""Westfield"":30,""Jack in the Box"":30,""Taco Bell"":29,""Walgreens"":29,""Safeway Pharmacy"":28,""Panda Express"":28}","[4,2,0,0,0,0,1,1,1,3,3,12,27,38,22,23,28,30,41,53,41,30,14,5]","{""Monday"":40,""Tuesday"":33,""Wednesday"":33,""Thursday"":44,""Friday"":44,""Saturday"":42,""Sunday"":27}","{""android"":100,""ios"":110}"
223-222@8fw-5mx-3wk,25.626299,-80.394457,15221 SW 127th Ave,Miami,FL,33177,17862500004,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,940,664,"[25,30,30,8,22,37,29,45,35,34,45,19,31,25,29,33,32,32,27,36,24,35,39,17,34,29,23,34,23,40,38]",4952,10,"{""<5"":34,""5-10"":462,""11-20"":213,""21-60"":160,""61-120"":15,""121-240"":38,"">240"":18}","{""McDonald's"":8,""Walgreens"":6,""Starbucks"":6,""Simon mall"":4,""Marathon"":3,""PDQ"":3,""The Home Depot"":3,""Mobil"":3,""Panera Bread"":3,""Publix Super Markets"":3,""Subway"":3,""Taco Bell"":3,""Shell Oil"":3,""Chevron"":3,""7-Eleven"":2,""Chili's Grill & Bar"":2,""Wawa"":2,""Target"":2,""Dunkin'"":2,""Pollo Tropical"":2}","{""McDonald's"":66,""Starbucks"":54,""Walgreens"":49,""Publix Super Markets"":49,""Simon mall"":45,""Shell Oil"":43,""Walmart"":37,""Subway"":37,""Chevron"":36,""Wendy's"":35,""Mobil"":34,""Target"":34,""Taco Bell"":31,""The Home Depot"":30,""Marathon"":29,""Panera Bread"":29,""CVS"":28,""Wawa"":27,""Burger King"":26,""7-Eleven"":25}","[4,3,1,1,1,1,10,32,63,81,75,84,125,104,111,103,105,80,90,81,102,75,20,10]","{""Monday"":97,""Tuesday"":127,""Wednesday"":112,""Thursday"":157,""Friday"":177,""Saturday"":151,""Sunday"":119}","{""android"":210,""ios"":450}"
zzw-224@8fw-2kq-nh5,26.191566,-80.252629,5435 N University Dr,Lauderhill,FL,33351,19547423650,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,500,360,"[18,24,14,5,14,27,25,18,24,17,9,17,20,18,12,16,15,22,9,8,13,16,18,16,11,10,9,18,23,15,19]",4170,13.5,"{""<5"":13,""5-10"":203,""11-20"":100,""21-60"":118,""61-120"":17,""121-240"":15,"">240"":34}","{""Walmart"":11,""McDonald's"":10,""Chick-fil-A"":6,""Starbucks"":5,""Publix Super Markets"":5,""Shell Oil"":5,""Simon mall"":5,""Dunkin'"":4,""Wendy's"":4,""Subway"":4,""Dollar Tree"":4,""Wawa"":4,""Walgreens"":4,""CVS"":4,""Chevron"":3,""Marathon"":3,""Pollo Tropical"":3,""Taco Bell"":2,""The Home Depot"":2,""Domino's Pizza"":2}","{""Walmart"":65,""McDonald's"":60,""Simon mall"":49,""Publix Super Markets"":47,""Walgreens"":43,""Chevron"":41,""Shell Oil"":40,""Starbucks"":38,""Dunkin'"":38,""CVS"":37,""Mobil"":36,""Dollar Tree"":34,""Subway"":33,""Wendy's"":33,""7-Eleven"":32,""Chick-fil-A"":31,""Wawa"":30,""Pollo Tropical"":27,""Marathon"":26,""Burger King"":25}","[10,7,3,2,3,4,7,11,15,25,38,56,81,79,82,78,83,79,72,59,45,43,19,14]","{""Monday"":50,""Tuesday"":64,""Wednesday"":74,""Thursday"":87,""Friday"":97,""Saturday"":81,""Sunday"":47}","{""android"":170,""ios"":188}"
22g-222@5pb-kt3-q9f,44.879108,-93.320576,6801 York Ave S,Edina,MN,55435,19529266651,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-05:00,2021-08-01T00:00:00-05:00,258,198,"[11,9,2,1,8,13,8,7,15,7,5,9,9,7,14,15,4,6,8,6,9,11,7,7,8,10,13,4,15,3,7]",8674,11,"{""<5"":9,""5-10"":119,""11-20"":44,""21-60"":72,""61-120"":6,""121-240"":5,"">240"":3}","{""Simon mall"":19,""Target"":11,""Holiday Station"":7,""McDonald's"":7,""Caribou Coffee"":5,""Chick-fil-A"":5,""Café Zupas"":4,""P.F. Chang's China Bistro"":4,""Taco Bell"":4,""Speedway"":4,""Starbucks"":4,""Noodles & Company"":4,""BP"":3,""Cadillac"":3,""Walgreens"":3,""Costco Gasoline"":3,""CVS"":3,""Shake Shack"":2,""Five Guys"":2,""Lifetime Fitness"":2}","{""Target"":72,""McDonald's"":57,""Holiday Station"":56,""Simon mall"":52,""Caribou Coffee"":43,""Speedway"":42,""Starbucks"":37,""Dairy Queen"":37,""Walgreens"":37,""Chick-fil-A"":36,""Walmart"":35,""BP"":31,""Culver's"":28,""Subway"":28,""Taco Bell"":26,""Kwik Trip"":26,""Cub Foods"":22,""Costco"":20,""Spencer's"":20,""Wendy's"":19}","[2,3,3,2,1,1,1,2,2,2,15,40,42,45,27,14,14,25,27,23,29,28,9,3]","{""Monday"":35,""Tuesday"":41,""Wednesday"":28,""Thursday"":58,""Friday"":49,""Saturday"":27,""Sunday"":20}","{""android"":74,""ios"":121}"
223-222@63v-c6g-d9z,41.13539,-81.637778,3890 Medina Rd Ste A,Akron,OH,44333,13306708393,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,824,526,"[34,34,22,2,24,63,36,33,33,18,28,22,30,23,26,21,32,39,33,26,21,26,26,13,11,21,24,28,27,31,17]",11648,14,"{""<5"":20,""5-10"":309,""11-20"":158,""21-60"":231,""61-120"":32,""121-240"":34,"">240"":40}","{""McDonald's"":10,""Circle K Gas"":9,""Circle K"":7,""Walmart"":6,""Chick-fil-A"":6,""GetGo"":5,""Starbucks"":5,""Speedway"":5,""Simon mall"":4,""Target"":4,""T.J. Maxx"":4,""Donatos Pizza"":4,""Five Guys"":3,""Jo-Ann Fabric and Craft Stores"":3,""Wendy's"":3,""Dick's Sporting Goods"":3,""Marathon"":3,""ALDI"":3,""Lowe's"":3,""Steak 'n Shake"":3}","{""McDonald's"":65,""Walmart"":54,""Target"":43,""Starbucks"":40,""Chick-fil-A"":40,""Circle K Gas"":37,""Circle K"":36,""GetGo"":36,""Marathon"":36,""Taco Bell"":33,""BP"":33,""Speedway"":31,""Wendy's"":31,""Subway"":30,""Simon mall"":30,""Sheetz"":29,""Dairy Queen"":27,""Dollar Tree"":26,""Dunkin'"":25,""ALDI"":25}","[3,2,1,1,1,1,7,27,27,29,45,77,124,123,87,93,100,126,146,112,117,88,42,14]","{""Monday"":100,""Tuesday"":143,""Wednesday"":108,""Thursday"":146,""Friday"":145,""Saturday"":102,""Sunday"":80}","{""android"":197,""ios"":328}"
23k-222@63r-6nd-85f,38.920893,-77.072256,2338 Wisconsin Ave NW,Washington,DC,20007,12027067508,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,13,12,"[1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3]",6212,21,"{""<5"":1,""5-10"":3,""11-20"":2,""21-60"":2,""61-120"":2,""121-240"":1,"">240"":2}","{""The Home Depot"":23,""[solidcore]"":15,""Subway"":15,""Target"":8,""Saks Fifth Avenue"":8,""Silver Diner"":8,""Domino's Pizza"":8,""Homewood Suites by Hilton"":8,""7-Eleven"":8,""Starbucks"":8,""Le Pain Quotidien"":8,""Burger King"":8,""McDonald's"":8,""CVS"":8,""barre3"":8,""AllSaints"":8,""Mirror"":8,""AutoZone"":8,""Wyndham Garden"":8}","{""Starbucks"":50,""McDonald's"":50,""Target"":33,""Burger King"":33,""Exxon Mobil"":33,""Subway"":33,""Dunkin'"":33,""Walmart"":25,""The Home Depot"":25,""Sunoco"":25,""Nando's"":17,""Domino's Pizza"":17,""Lowe's"":17,""Michaels Stores"":17,""7-Eleven"":17,""Le Pain Quotidien"":17,""Five Guys"":17,""Costco"":17,""Giant Food"":17,""CVS"":17}","[2,2,2,2,2,2,2,2,2,1,0,1,2,2,3,2,2,0,2,2,1,1,2,2]","{""Monday"":1,""Tuesday"":1,""Wednesday"":0,""Thursday"":2,""Friday"":4,""Saturday"":5,""Sunday"":0}","{""android"":4,""ios"":10}"
225-222@629-7yy-qvf,40.925566,-72.692127,1501 Old Country Rd,Riverhead,NY,11901,16312080061,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,708,505,"[24,28,26,11,23,35,21,22,28,22,18,28,20,16,17,16,8,26,25,18,24,26,22,18,26,30,27,28,30,26,19]",17920,16,"{""<5"":25,""5-10"":266,""11-20"":129,""21-60"":223,""61-120"":18,""121-240"":25,"">240"":22}","{""TangerOutlets"":8,""Target"":8,""7-Eleven"":7,""Walmart"":6,""Michaels Stores"":6,""McDonald's"":5,""Starbucks"":5,""Planet Fitness"":4,""Mobil"":4,""PetSmart"":4,""CVS"":3,""Taco Bell"":3,""The Home Depot"":3,""Dick's Sporting Goods"":3,""Shell Oil"":3,""Skechers"":3,""Wendy's"":3,""Costco"":3,""The Vitamin Shoppe"":3,""T.J. Maxx"":2}","{""McDonald's"":51,""7-Eleven"":50,""Target"":47,""Starbucks"":41,""CVS"":39,""Dunkin'"":36,""Wendy's"":35,""Walmart"":34,""TangerOutlets"":30,""Shell Oil"":28,""Mobil"":27,""Speedway"":27,""Taco Bell"":26,""Stop & Shop"":25,""Simon mall"":24,""Panera Bread"":23,""BP"":22,""Chick-fil-A"":22,""Walgreens"":22,""T.J. Maxx"":19}","[10,2,0,1,0,0,3,20,14,13,15,54,81,91,111,106,107,94,84,88,89,68,22,19]","{""Monday"":106,""Tuesday"":100,""Wednesday"":89,""Thursday"":119,""Friday"":120,""Saturday"":93,""Sunday"":81}","{""android"":99,""ios"":406}"
zzw-22t@8g9-m9q-2zf,35.925494,-84.037815,7600 Kingston Pike,Knoxville,TN,37919,18654072008,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",,,,,,,,,,,,,
22k-222@5z8-3f3-fmk,34.439444,-119.749164,3851 State St Ste A,Santa Barbara,CA,93105,18059793808,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,336,250,"[13,6,8,3,10,18,7,13,20,6,14,11,11,17,11,12,14,10,9,10,8,14,5,6,12,12,7,14,8,16,11]",7924,11,"{""<5"":11,""5-10"":152,""11-20"":68,""21-60"":97,""61-120"":4,""121-240"":0,"">240"":4}","{""McDonald's"":7,""Chevron"":6,""CVS"":5,""Starbucks"":5,""Shell Oil"":4,""Chick-fil-A"":3,""Target"":3,""7-Eleven"":3,""Jack in the Box"":3,""Luna Grill"":3,""ARCO"":3,""Gold's Gym"":2,""Taco Bell"":2,""Smart & Final"":2,""Panda Express"":2,""Chevron Extra Mile"":2,""76"":2,""California Pizza Kitchen"":2,""Sunglass Hut"":2,""Wendy's"":2}","{""McDonald's"":51,""Starbucks"":50,""Chevron"":40,""In-N-Out Burger"":38,""Chick-fil-A"":36,""Shell Oil"":36,""CVS"":35,""Target"":32,""Subway"":29,""7-Eleven"":29,""The Habit Burger Grill"":27,""Jack in the Box"":26,""ARCO"":25,""Taco Bell"":23,""Panda Express"":23,""76"":22,""Ralphs"":22,""Smart & Final"":20,""Mobil"":19,""Vons"":19}","[3,2,1,1,1,1,1,1,2,4,12,35,62,50,36,35,31,18,37,38,42,33,10,3]","{""Monday"":42,""Tuesday"":46,""Wednesday"":46,""Thursday"":59,""Friday"":59,""Saturday"":45,""Sunday"":39}","{""android"":79,""ios"":171}"
22b-222@63r-vf8-3dv,38.842999,-77.272168,9506 Main St # 22B,Fairfax,VA,22031,15713285485,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,321,268,"[6,10,6,6,14,26,10,6,6,12,4,17,18,8,11,7,14,12,8,5,9,16,7,9,13,11,9,12,10,8,11]",3898,11,"{""<5"":10,""5-10"":137,""11-20"":80,""21-60"":84,""61-120"":7,""121-240"":2,"">240"":1}","{""McDonald's"":8,""7-Eleven"":5,""Starbucks"":5,""Shell Oil"":4,""SHOPPERS Food & Pharmacy"":4,""Chick-fil-A"":4,""Exxon Mobil"":4,""Ross Stores"":3,""Dunkin'"":3,""Target"":3,""Lifetime Fitness"":3,""LA Fitness"":2,""Giant Food"":2,""CVS"":2,""The Home Depot"":2,""Inova"":2,""Sunoco"":2,""Walmart"":2,""Total Wine & More"":2,""PetSmart"":2}","{""McDonald's"":62,""Shell Oil"":47,""Chick-fil-A"":43,""Walmart"":38,""7-Eleven"":38,""Target"":37,""Starbucks"":36,""Exxon Mobil"":34,""CVS"":29,""Subway"":28,""Giant Food"":26,""Sunoco"":26,""Dunkin'"":26,""The Home Depot"":25,""Wendy's"":24,""Costco"":23,""Taco Bell"":20,""Popeyes Louisiana Kitchen"":19,""IHOP"":18,""T.J. Maxx"":18}","[0,0,0,0,0,0,0,1,1,6,6,23,44,48,41,38,35,39,47,42,22,25,4,0]","{""Monday"":50,""Tuesday"":58,""Wednesday"":39,""Thursday"":49,""Friday"":38,""Saturday"":52,""Sunday"":35}","{""android"":129,""ios"":139}"
zzw-223@627-s83-5xq,40.657339,-73.83976,16002 Jamaica Ave,Jamaica,NY,11432,17186584609,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,398,297,"[10,18,19,14,12,17,15,6,13,24,13,12,11,6,9,13,11,10,16,14,13,18,17,10,8,8,12,14,11,11,13]",3777,23,"{""<5"":4,""5-10"":97,""11-20"":69,""21-60"":100,""61-120"":37,""121-240"":29,"">240"":62}","{""Dunkin'"":6,""Wendy's"":5,""McDonald's"":4,""BP"":4,""Walgreens"":4,""Target"":4,""Popeyes Louisiana Kitchen"":3,""Dollar Tree"":3,""Panda Express"":3,""Burger King"":2,""Subway"":2,""Planet Fitness"":2,""Mobil"":2,""Donut Connection"":2,""Pizza Hut"":2,""Sunoco"":2,""Old Navy"":2,""Texas Chicken and Burgers"":1,""Baskin Robbins"":1,""7-Eleven"":1}","{""Dunkin'"":52,""McDonald's"":44,""Target"":39,""BP"":35,""Burger King"":34,""Walgreens"":32,""Wendy's"":32,""Popeyes Louisiana Kitchen"":30,""Subway"":29,""Dollar Tree"":26,""Starbucks"":24,""Walmart"":23,""The Home Depot"":20,""Baskin Robbins"":20,""CVS"":20,""Sunoco"":19,""Family Dollar Stores"":19,""Mobil"":16,""Olive Garden"":15,""7-Eleven"":14}","[11,9,8,8,7,9,15,17,19,26,48,60,72,100,112,102,102,88,73,62,43,45,35,23]","{""Monday"":48,""Tuesday"":54,""Wednesday"":48,""Thursday"":54,""Friday"":72,""Saturday"":77,""Sunday"":45}","{""android"":139,""ios"":156}"
zzw-222@62k-hw3-d7q,41.870702,-71.521397,371 Putnam Pike,Smithfield,RI,2917,14012336701,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,255,212,"[9,9,7,5,9,10,2,6,12,7,9,13,5,13,5,8,9,12,6,8,13,5,9,4,1,10,9,11,12,8,9]",8559,10,"{""<5"":9,""5-10"":132,""11-20"":41,""21-60"":58,""61-120"":5,""121-240"":3,"">240"":7}","{""Dunkin'"":15,""Target"":14,""McDonald's"":7,""Shell Oil"":7,""Dollar Tree"":5,""Stop & Shop"":5,""Chili's Grill & Bar"":4,""Planet Fitness"":4,""Petco"":4,""T.J. Maxx"":4,""Cumberland Farms"":4,""Starbucks"":4,""Walmart"":3,""CVS"":3,""Taco Bell"":3,""Dave's Marketplace"":2,""GameStop"":2,""Applebee's"":2,""Panera Bread"":2,""Dick's Sporting Goods"":2}","{""Dunkin'"":77,""McDonald's"":67,""Target"":59,""CVS"":56,""Shell Oil"":48,""Walmart"":47,""Stop & Shop"":45,""Dollar Tree"":44,""Cumberland Farms"":37,""T.J. Maxx"":32,""Chili's Grill & Bar"":30,""Starbucks"":30,""Panera Bread"":28,""GameStop"":26,""Walgreens"":25,""Taco Bell"":25,""Dave's Marketplace"":24,""Mobil"":24,""Applebee's"":24,""Kohl's"":24}","[1,1,1,1,1,1,1,2,5,10,15,26,37,39,42,28,29,26,35,22,16,18,4,1]","{""Monday"":38,""Tuesday"":32,""Wednesday"":39,""Thursday"":37,""Friday"":46,""Saturday"":36,""Sunday"":27}","{""android"":49,""ios"":156}"
222-222@62k-sw4-tgk,43.660602,-70.266701,195 Kennebec St,Portland,ME,4101,12077619711,"{ ""Mon"": [[""10:45"", ""21:00""]], ""Tue"": [[""10:45"", ""21:00""]], ""Wed"": [[""10:45"", ""21:00""]], ""Thu"": [[""10:45"", ""21:00""]], ""Fri"": [[""10:45"", ""21:00""]], ""Sat"": [[""10:45"", ""21:00""]], ""Sun"": [[""10:45"", ""21:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,312,182,"[13,13,2,9,9,17,15,13,17,2,5,15,11,11,10,11,8,5,8,7,12,6,7,3,4,16,20,12,17,5,9]",21274,21,"{""<5"":9,""5-10"":94,""11-20"":47,""21-60"":62,""61-120"":10,""121-240"":19,"">240"":71}","{""McDonald's"":9,""Dunkin'"":7,""Planet Fitness"":7,""Irving Oil"":6,""Eastern Mountain Sports"":5,""Subway"":5,""Starbucks"":4,""Walmart"":4,""Orangetheory Fitness"":4,""Cumberland Farms"":4,""Burger King"":3,""Aroma Joe's"":3,""Taco Bell"":3,""Walgreens"":3,""Hannaford Supermarkets"":2,""The Big Apple Food Stores"":2,""Applebee's"":2,""Sunoco"":2,""Circle K Gas"":2,""The Salvation Army"":2}","{""Dunkin'"":69,""McDonald's"":61,""Walmart"":56,""Subway"":43,""Cumberland Farms"":37,""Irving Oil"":37,""Walgreens"":36,""Hannaford Supermarkets"":33,""Starbucks"":32,""Shell Oil"":28,""Target"":27,""Sunoco"":27,""Mobil"":25,""CVS"":25,""Planet Fitness"":24,""Wendy's"":23,""Burger King"":23,""The Big Apple Food Stores"":21,""Applebee's"":20,""Taco Bell"":20}","[3,3,3,3,3,14,29,35,67,72,78,87,93,89,84,67,65,56,50,29,35,12,5,3]","{""Monday"":48,""Tuesday"":55,""Wednesday"":50,""Thursday"":59,""Friday"":53,""Saturday"":24,""Sunday"":23}","{""android"":63,""ios"":115}"
222-222@64h-vv2-2tv,36.824386,-76.412184,4116 Portsmouth Blvd,Chesapeake,VA,23321,17574652341,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,370,292,"[17,9,7,2,13,23,13,11,15,15,10,11,11,15,11,6,4,18,12,10,11,10,20,8,12,10,5,12,20,13,16]",6939,10,"{""<5"":10,""5-10"":184,""11-20"":83,""21-60"":76,""61-120"":6,""121-240"":4,"">240"":7}","{""7-Eleven"":11,""Walmart"":9,""Chick-fil-A"":9,""Target"":8,""McDonald's"":8,""Wawa"":6,""Wendy's"":5,""Food Lion"":5,""Taco Bell"":4,""GameStop"":4,""Ross Stores"":4,""Lowe's"":4,""Zaxby's"":4,""OfficeMax"":4,""Onelife Fitness"":3,""PetSmart"":3,""Panda Express"":3,""Dollar Tree"":3,""Burger King"":2,""Miller's Market"":2}","{""Walmart"":73,""7-Eleven"":70,""Chick-fil-A"":69,""McDonald's"":59,""Food Lion"":55,""Taco Bell"":47,""Wawa"":46,""Target"":45,""Wendy's"":44,""Dollar Tree"":36,""Starbucks"":33,""Burger King"":29,""Lowe's"":29,""Exxon Mobil"":29,""OfficeMax"":28,""Shell Oil"":28,""Subway"":28,""Dairy Queen"":27,""Sam's Club"":27,""Ross Stores"":25}","[1,0,0,0,0,0,0,2,2,2,5,35,50,52,50,33,49,43,59,59,30,13,1,1]","{""Monday"":46,""Tuesday"":49,""Wednesday"":51,""Thursday"":69,""Friday"":63,""Saturday"":50,""Sunday"":42}","{""android"":127,""ios"":161}"
